link,text,label
https://timesofindia.indiatimes.com/elections/lok-sabha-elections-2019/maharashtra/news/mumbai-turnout-hits-30-year-high-in-v-day-blockbuster/articleshow/69105829.cms,"NN : JJ NN VBD RP PRP$ NN IN JJ NN IN NN IN VBG DT CD NN NN , PRP$ JJS RB RB IN DT NN NN CC IN CD , WRB PRP VBD VBN CD NN JJ NN NNP VBD NN NN , WDT VBD DT JJ NN IN CD NN IN CD , VBD NN CD VBD IN DT NNS IN DT JJ JJ NNS IN CD NN IN CD , WRB PRP VBD CD NN . PRP VBD DT JJR JJ , IN NN , IN CD IN CD NN NN , CC DT CD NN NN NNS VBD DT NN NN NN TO CD NN . DT NN VBZ JJ NNS VBP JJ , RB , IN PRP VBP DT RB CD NN NN NN IN NN IN DT NN CC DT CD NN NN NN IN DT NNP NN NN NNP VBZ NN VBD RP TO VB IN JJ JJR NNS IN DT NN NN CC JJ NN , WDT VBD VBN NNS IN JJ MD VB TO VB RB . DT NN IN NN NN VBZ , RB , VBN IN DT RB JJR NN NN . DT NN IN NNS IN NN VBZ VBN IN CD NNS IN CD DT CD NN NN VBZ DT JJ IN CD NNS . IN CD , DT NN VBD VBN DT NN IN CD NN . DT VBD DT JJ NN IN NN IN DT NN . DT JJ JJ NN IN DT NN VBZ CD NN , RB JJR IN CD NN IN CD VBD EX DT NN IN NN NNP NN NN . DT NN VBD DT RB VBN NN , WDT MD VB VBN RP NNS IN JJ CC JJ NNS , NNS VBP . DT CD NNS NNS VBP RB VBN IN NN . DT JJ NN VBZ DT NN VBZ DT NN IN DT NN NN IN NN CC NN NNP VBZ NN IN JJ NNS . DT NNS NN VBZ RB VBN RP PRP$ JJ JJ NNS , PRP VBP DT NN VBZ IN DT NN DT NN IN NN . PRP VBZ JJR NNS IN NN CC NN NNS VBD RP TO VB PRP$ NN IN IN DT VBG NN IN NN IN DT NN NN . DT NN IN JJ NNS NNS RB VBD NN , RB IN VBG JJ NNS , VBZ NN NN IN DT NN IN JJ NNS ( NN ) . CC RB , JJ NNS NN NN NN , CC JJ NNS NNS VBP TO VB VBN NN NN PRP VBD DT NN IN NN VBD RB JJR IN CD CC CD , VBN IN DT NN NNP NN NN NN JJ NNS NNS VBP RB VBN PRP VB JJ JJ NN TO RB VB , RB NNS IN WDT NNS VBP PRP$ JJ NNS IN JJ NNS . DT JJ JJ NN VBD DT JJS NN NN IN DT NN IN CD NN . PRP RB VBD DT JJS NN IN NN IN CD , DT NN IN CD NN NNS . DT NN VBZ VBG DT NN IN VBG NN , NN NNP NN NN NN , CC RB JJ NN ( NN ) . DT NN VBZ DT JJ NN IN JJ NNS , VBN IN NN CC JJ NNS . PRP RB VBZ VBN NNS .",0
https://timesofindia.indiatimes.com/business/india-business/pepsico-faces-political-heat-over-taking-farmers-to-court/articleshow/69106043.cms,"JJ NN : JJ NN VBZ VBG IN PRP NN CC NNS JJ NN IN PRP$ JJ NN VBD JJ NNS IN NN TO NN IN RB VBG DT NN IN VBG DT JJ NN IN NN DT NN CC DT NN NNS VBD RP IN DT JJ JJ NN IN NN , NN NN CC NN NNP NN NN NNS IN DT NN , DT NN NN NN ( NN ) , DT NN IN DT NN NN NN ( NN ) , IN JJ VBD DT JJ NN NNS VBP TO VB DT NN NN DT VBZ NN CC DT NN IN NN IN NN . NNS , NNS CC NNS MD RB VB VBN . NN NN JJ NN VBZ RB JJ CC JJ CC PRP MD VB IN PRP$ JJ NN , RB DT NNS VBP , TO VB DT NN RB . PRP MD VB NN IN PRP$ NNS , NNP VBD NNP JJ NN NN NN VBD JJ NN VBD NNS IN NN IN VBN NNP NNS NN NN IN VBG JJ NN NN VBN TO VB DT JJ NN NNP NN NN NNS . IN DT NN VBD PRP VBZ RB VBN TO VB DT NN RB , DT NNS VBD NN NN VBZ CD TO VB . JJ JJ NN NN VBZ IN NNS IN JJ NNP NN JJ NN VBD NN IN PRP$ JJ NN NNP VBD NN IN DT NN . VB DT JJ NN IN JJ NN VBP RB VBN TO VB NN IN NNS VBP CC VBD TO VB NNS VBN IN JJ NN NNS , VBP DT NN NN NN NN , RB , VBD , JJ NN NN NN VBZ VBN DT JJ NN WDT MD VB VBN IN JJ NN TO RB VB JJ NNS TO VB IN IN PRP$ NN IN DT NN MD VB DT JJ NN IN JJ NNS CC PRP MD VB IN DT NN IN JJ NNS , NN PRP VBZ JJ NN VBZ TO VB IN PRP MD VB NN IN PRP$ JJ NN VBG NN . DT NN VBZ PRP NN TO JJR NNS , JJ NN , VBG IN NN NNS CC JJR NNS . IN NN , PRP VBP RB VB TO VB DT NN , PRP MD RB VB DT NN CC VB JJ JJ NNS IN NNS , VBP DT NN NN NN VBD . PRP VBD DT NN VBD VBN TO VB DT JJ NN IN DT JJ NN TO VB DT JJR NN IN NNS IN NNS WDT VBP VBN IN PRP$ JJ NN VBG NN .",0
https://timesofindia.indiatimes.com/india/mysterious-footprints-of-mythical-beast-yeti-sighted-claims-indian-army/articleshow/69107428.cms,"NN NN : JJ NN IN DT JJ NN , DT # NN VBG NN NN VBZ VBN JJ NNS IN JJ NN NN : JJ NNP NN NN : JJ NN ( NNP RB ) CD JJ NN : JJ NN IN NN VBD IN CD IN PRP$ NNS VBN JJ NNS IN JJ NN `` IN `` JJ TO DT POS JJ NN VBG DT NN , DT NN NN NN VBD IN JJ NNS VBG CD NNS , WDT DT NN VBN VBP IN DT JJ NN NN , DT NN VBD . `` IN DT JJ NN , DT JJ NN VBG NN NN VBZ VBN JJ NNS IN JJ NN POS POS VBG CD NNS RB TO VB NN NN IN CD JJ CD DT JJ NN VBZ RB VBN VBN IN JJ JJ NN IN DT NN , '' JJ NN VBG NN IN PRP$ NN NN POS NN IN VBG VBN NNS IN DT JJ NN , DT NN VBD IN `` NN '' IN DT JJ NN VBZ VBN `` JJ CC VBD RP TO JJ NN NNS '' IN JJ NN NN RB VBD PRP VBD IN TO DT `` JJ NN '' IN DT JJ NN IN IN CD NNS CC RB VBD IN PRP VBD RBR JJ NNP RB , PRP VBD PRP JJ ( TO VB JJ ) TO VB JJ NN CC VB DT NN , '' VBZ IN DT NN IN DT JJ NN VBZ VBN RB TO NNS , PRP VBD IN DT CD WRB DT JJ NN JJ NN VBD DT NN IN JJ NNS IN PRP VBD VBG IN DT JJ NN TO VB NN JJS . NN POS NN VBD DT NN IN DT NN IN DT JJ , JJ NN RB IN IN DT JJ NN , IN DT NN TO VB DT `` NN '' , VBD DT NN NN IN NN IN DT CD RB EX VBP VBN JJ NNS IN NNS , NNS , NNS VBG TO VB RB VBN NN CC VBD PRP$ NNS . RB , NN IN DT NNS MD VB VBN , IN IN RB .",0
https://timesofindia.indiatimes.com/world/europe/norway-nets-trained-russian-weapon-a-whale/articleshow/69105228.cms,"DT JJ NN VBG DT NN VBZ VBN IN DT NN IN JJ NN . DT NN VBN IN DT RB JJ JJ NN IN JJ NN MD VB DT NN VBD VBN VBN IN DT JJ NN IN NN IN DT NN JJ JJ NN , NNS IN RB VBP VBD . DT NN , WDT VBD DT NNS NNP NN IN NN NN NNP VBD IN PRP , MD VB VBN TO VB NNS CC JJ NNS , DT NNS VBP JJ NN VBD RB VBN JJ NN IN NNS IN NN NNP RB VBZ PRP RBS RB NN WDT NNS VBP . IN PRP VBD VBG TO VB RP PRP$ NNS WRB PRP VBD DT JJ NN IN DT NNS , JJ JJ NN NN NN VBD JJ JJ NN NNS VBD DT NN VBD RB VBN PRP RP , CC PRP VBD PRP VBD DT NN IN WDT PRP VBD RB VBG TO VB RP IN DT NNS IN PRP$ NNS . NN VBD JJ TO VB DT CD NNS VBN TO DT NN RB IN NN NN IN DT NN VBZ DT ( NN ) IN IN DT JJ NN , RB PRP VBZ RB JJ IN PRP , NNP VBD JJ NN , NN IN DT NN IN JJ CC JJ NN IN DT NN IN NN . IN PRP VBP IN IN NN PRP VBP VBN JJ NNS IN NN CC RB IN DT IN DT VBP RB VBN VBN . RB PRP RB VBP RP JJ NN NN VBD JJ NNS WP VBD PRP DT NN VBD NN TO VB IN PRP . VB PRP VB PRP IN JJS JJ VBZ DT JJ NN IN NN , CC PRP VBZ RB IN DT VBZ IN NN CC EX VBZ JJ NN TO VB PRP , RB PRP VBZ RB JJ NNS , CC RB DT NN WDT VBZ VBN DT , NNP VBD JJ NN IN DT NN IN NN VBP DT PRP CC VB JJ NN NNS VBG NNS , NNS , NN NNS CC NNS IN DT JJ NN , NNP NN CC DT NN VBD DT PRP DT JJ NN JJ NN VBZ VBG CC VBZ VBN IN JJ NN , NN . NNS VBP VBN TO VB JJ NN NNS , TO VB NNS CC TO VB NNS IN DT NN NN . NN VBZ RB VBN VBN TO VB VBN JJ NNS IN JJ NNS .",0
https://timesofindia.indiatimes.com/india/92-trips-57-countries-what-pm-modi-achieved-on-his-foreign-visits/articleshow/69106996.cms,"NN NN NN NN JJ NNS JJ NN JJ NN : IN JJ NN NN NN NNS IN NN , PRP$ NN VBZ VBD PRP$ JJ NN IN DT NN NN VBZ VBN NN POS JJ NN CC NN IN DT NN IN NN WP RB VBP VBN NN POS JJ NNS VBN . IN CD NNS TO CD NNS IN VBG TO NN IN MD CD , NN VBZ VBN RB RB RB RB JJ IN PRP$ NN NN NN IN CD JJ NN POS NNS VBP VBN NN IN NNS IN VBG NN POS JJ NN , DT NNS VBN IN PRP NNS CC DT NNS IN VBG RB RB RB IN DT NN WRB JJ NNS VBP VBG NNS VBP VBN DT NN . DT JJ NN JJ JJ NN NN NN NN VBZ VBN NN IN VBG NNS IN NNS VBP NN IN NN POS NNS VBP IN IN DT VBP VBN JJ NNS WDT MD RB VB IN NN JJ , NNS MD RB VB VBG DT NNS . NN NNS VBD IN RB DT JJ IN NN POS NNS . CC PRP$ NN IN DT JJ NN VBD DT JJ NN IN JJ NN POS NN NN RB VBD DT NN IN RB VBG NNS JJ IN NN POS JJ NN CC NN POS NN NN , WP$ NNS VBP JJ JJ NN CC NN EX VBZ JJR : JJ JJ NN IN NN IN NN POS JJ NN VBD TO $ CD CD , CD NN JJR IN DT VBG CD IN DT JJ NN , IN DT JJ NN TO VB NNS IN NN , RB IN DT NN VBZ VBN TO VB IN NN POS NNS CC JJ NNS , RB JJ IN NN VBD NN NNS IN VBG JJ CC JJ JJ NN , PRP RB VBZ DT JJ . NN IN NN VBD $ CD CD IN DT CD NNS TO VB CD , NNS IN NN POS JJ NN NN , IN $ CD CD NN NNP NN VBN IN DT CD NNS IN CD NN , NN VBD VBG NN CC VBD JJ NN NNS IN DT PRP IN DT JJ NN . IN DT JJ CD NNS , PRP VBD NNS IN NN TO DT JJ NN VBG NN NNS IN NN . PRP VBD DT NN POS JJS NN NN NN NN TO VB TO VB IN NN POS JJS NN NN , CC DT NN TO VB RP JJ NN NNS , VBG DT NN IN NN NN RB , PRP VBZ VBN NNS IN NN NNS JJ TO VB POS NN NN RB IN PRP VBD NNS IN NN . RB , DT NN VBZ VBN DT JJ NN POS NN IN VBG TO VB JJ NN TO VB JJ NN IN DT NN IN VBG PRP NN IN NN VBZ VBN TO VB DT NN IN NNS IN JJ NNS , WDT VBZ RB VBN PRP JJ NN VBG DT JJ NN TO VB IN DT JJ NN , NN VBZ VBN TO VB JJ NN CC NN NN IN NN NN . IN NN , NN VBZ VBG DT NN NN IN NN POS JJ NN NN NNP IN DT JJ NN IN NN NN VBZ VBN TO VB CD , NN VBD DT $ CD CD NN IN CD JJ NN NNS IN NN . DT NN VBZ VBN IN JJ NN IN RB IN VBN NN NNS , WDT PRP$ NN VBZ VBN . NNS VBP VBN TO VB DT NN TO VB DT NN POS NN NN VBZ VBN TO VB PRP$ NNS TO VB NN POS JJ NN IN DT NN NN CC DT VBG JJ NN . PRP VBZ VBN DT NN JJ NN IN NN CC DT JJ NN NN IN NN VBN DT JJ JJ NN IN NN POS NN IN DT NN IN NN JJ NN TO VB RP JJ NNS IN JJ NN CC NN VBG DT JJ NN IN IN DT NN JJ NNS , VBG DT NN NN TO VB IN CD , VBD RB VB DT JJ NNS . CC IN NN VBZ VBN NN IN NN , DT NNS VBP PRP VBZ RB VBN DT NNS VBP CC VBN DT NNS VBP JJ TO VB NN POS NN IN DT NN .",0
https://timesofindia.indiatimes.com/india/france-may-send-instruments-on-indias-mars-venus-craft/articleshow/69105551.cms,"JJ NN : NN MD VB PRP$ JJ NNS IN NN NN NNP NN NNS TO NNS CC NN , JJ NN TO VB JJ NN VBD IN NN VBD NN CC NN VBP VBG IN DT NN NN , VB NNP JJ JJ NN NN , RB IN DT NN IN NN NN NN DT VBZ IN NN IN DT NN JJ NN IN NN NN VBN IN NN CD , CC PRP VBD IN VBG DT JJ NN IN DT NN NNP NN NNP NN NN NN . IN DT , DT CD NNS RB VBD TO VB IN JJ NNS TO NNS CC JJ CD NNS VBP RB VBG IN VBG DT NN IN NNS IN NN NN IN DT JJ NN",0
https://timesofindia.indiatimes.com/india/since-2009-1125-security-personnel-killed-in-anti-naxal-ops/articleshow/69105538.cms,"NN : RB JJ IN CD NNS IN NN NNS VBP VBN RP PRP$ NNS IN JJ NNS IN CD , DT NN NN NN VBZ VBD IN NN TO DT NN IN DT NN TO NN NN JJ NNS VBD VBN IN CD ( CD ) VBN IN CD ( CD ) , VBD DT NN VBG NN NN IN DT NN IN DT NN NN VBD DT NNS IN NN TO DT NN NN IN NN JJ NN CC JJ NN NN NN , WP VBD VBN RB NNS IN NN IN DT NNS IN NN NNS IN JJ NN CD , CD NN NNS VBD VBN , VBN IN CD IN CD , CD IN CD , CD IN CD , CD IN CD , CD IN CD , CD IN CD , CC CD IN CD , PRP VBD . DT NN VBD VBN IN CD NN NN .",0
https://timesofindia.indiatimes.com/india/all-electric-cars-to-have-green-number-plates/articleshow/69105510.cms,"JJ NN : DT NN IN NN VBN NN NN NNS TO VB IN DT JJ NNS , DT VBG CC JJ , VBP JJ NN NNS RB . DT NN NN NN IN NN , CD , VBD VBN DT JJ NN NN IN DT JJ CC JJ NNS ( NN ) VBZ JJ NN NNP VBD JJ TO NNS VBZ VBN IN VBG IN DT NN VBZ JJ IN VBG JJ NN IN DT NN . DT NN VBZ VBN RP IN NNS IN NNS VBG IN NN CC JJ JJ NN IN NN IN NN CC NN .",0
https://timesofindia.indiatimes.com/india/stolen-100-years-ago-idol-found-in-wall/articleshow/69105447.cms,"DT NN VBZ CD NNS JJ . NN : DT JJ NN WDT VBD VBG IN DT NN IN NN IN NN IN CD VBD VBN VBN IN DT NN IN DT JJ NN . PRP VBD RB VBN VBN IN NN , CD IN DT CD NNS IN DT NN VBG NNS IN NN VBD DT NN NN NN VBG RB CD CC VBD PRP IN TO DT NN , WDT MD VB VBG PRP$ JJ NN IN DT NN . DT NN IN JJ NN VBZ VBD TO VB DT CD NNS RB VBD JJ NNP NN NN NN , CD , WP RB VBD DT NN JJ CD NNS RB IN DT NN TO DT NN . NN , WP VBZ VBN IN NN , VBD RP IN PRP VBD DT NNP NN IN DT NN NN VBD VBN DT NNS IN JJ IN PRP$ NNS CC PRP$ JJ NN . CC JJ VBD DT NN IN DT NN , NN , IN PRP VBD , IN DT NN , VBN PRP$ NN CC NN NN NN TO DT NN IN PRP$ JJ NN , NNP VBD DT NN IN DT NN JJ NNS NN IN DT NN NN VBD NN VBD VBN RP DT NN VBG DT NN IN DT JJ NN . IN DT NN NN VBD VBN DT JJ NN CC DT JJ NN VBD DT JJ NN , PRP MD RB VB DT NN . NN , VB NN IN DT NN IN DT NN , VBD DT NN RB CC VBD DT JJ NN IN NN , NN NN , NN NNS VBD NN IN RB IN NN VBD DT NN , DT NNS VBD VBN VBG IN NN TO VB TO VB PRP$ NN RB . RB , EX VBD DT NN IN DT NNS CC RB NN IN DT NN VBD TO NN NN NNP RB , PRP VBD TO VB RB IN VBG DT VBN NN RB . NN , DT NN NN , VBD RB VB DT NN IN NN VBG DT NN IN PRP PRP VBD VBG TO VB DT NN , NNP NN VBD . DT NN VBD VBN IN DT JJ NN VBN IN NN NN VBZ NNS IN DT NN IN DT JJ NN IN DT JJ NN . WRB VBN , PRP VBD RB . DT NNS VBP JJ IN DT NN CC VBP VBG IN DT JJ NN , NNS JJ NN IN DT NN VBG NN NN VBD PRP MD VB VBG DT NN TO VB DT NN .",0
https://timesofindia.indiatimes.com/india/tgana-exam-student-scores-99-examiner-gives-0-instead/articleshow/69105418.cms,"JJ NN . NN : DT VBZ DT RBS JJ CC JJ NN IN DT NN IN NN IN NNP NN IN JJ NNS IN DT NN VBG NNP POS NNS RB IN FW DT NN . NN NN VBD IN JJ JJ NN ( CD NN ) IN PRP VBD NNP POS NNS IN JJ NN . DT NN IN JJ NN ( JJ NN NN CD ) VBD CD NNS IN NN , CD IN NNS , CD IN NNS CC CD IN NN VBD VBN TO VB DT NNS VBN IN DT NNP NN IN NN ( NN ) IN NN CD PRP MD RB VB WRB PRP VBD NNP '' IN NN IN PRP VBD VBN CD IN JJ NN IN CD NN CC RB JJ NNS IN DT VBG NN DT JJ JJ JJ VBG PRP$ NN , DT NN NN IN NN CC IN VBG PRP$ NN NN VBD DT NNS VBN IN NN TO CD DT NN VBD JJ NN TO DT NN CD NNS VBG NN CC JJ NNS IN RB VBG RP IN JJ TO VB PRP$ NN , DT NN NN VBD VBN TO NN NN IN JJR NNS IN CD JJ NNS WP VBD TO VB DT NN NNS . DT NN IN CD NNS VBD VBN IN DT NN IN DT JJ CC JJ NN IN NN DT NN IN NN POS NN , NN VBD DT NN CC VBN NN IN DT . PRP VBD IN PRP VBZ VBN RB CD NN IN JJ NN , DT NN IN DT JJ NN WP VBD JJ NN IN NN . PRP VBD RB VBN IN PRP$ NN NN RB VBD NN NN , DT NN IN DT JJ NN NN , WP VBD VBN IN DT NN CC VBD TO VB DT NN VBD DT NN IN DT CD NNS JJ IN NN , DT NN IN DT JJ NN VBD PRP$ NN TO DT NN , WDT VBD TO DT NN , DT NN NNS CC NN NNS VBP VBG NN IN DT NNS IN DT NN CC RB DT NN NN NN IN DT JJ NN VBD IN NN VBD VBG DT WP VBD JJ NNS IN VBG JJ NN NNS TO JJ NNS WP VBD VBN RB IN JJ NN NN CC RB VBG JJ NNS IN NN '' IN PRP VBD IN NN VBN IN DT JJ JJ NN IN NN NNS IN DT JJ NNS VBD JJ JJ IN NN , NNS IN NNS WP VBD DT NNS CC RB JJ IN DT NNS VBN RB VBN IN NN IN DT NN IN JJ NN .",0
